CRS SUBJ CD,CRS NBR,A,B,C,D,F,W,Primary Instructor
AAS,100,26,6,0,0,1,1,"Thomas, Merin A"
AAS,100,31,2,0,0,1,0,"Thomas, Merin A"
AAS,100,30,4,0,0,0,0,"Kim, Sujung"
AAS,100,30,2,1,0,0,0,"Kim, Sujung"
AAS,100,33,1,0,1,0,0,"Livingston, Susan B"
AAS,100,25,8,0,0,0,0,"Livingston, Susan B"
AAS,100,20,12,1,0,0,0,"Kwon, Yaejoon"
AAS,120,19,11,1,0,0,0,"Chin, Christina B"
AAS,246,40,13,3,0,0,1,"Kwon, Soo Ah"
ABE,141,18,23,9,1,0,0,"Danao, Mary-Grace"
ABE,225,23,21,1,0,1,0,"Zhang, Yuanhui"
ABE,226,16,16,9,2,1,0,"Singh, Vijay"
ABE,425,22,6,3,0,1,0,"Grift, Tony E"
ABE,436,22,37,4,0,0,0,"Wang, Xinlei"
ABE,469,37,15,1,0,0,0,"Zahos, Stephen C"
ACCY,200,13,19,11,0,0,0,"Silhan, Peter A"
ACCY,200,48,47,19,8,0,0,"Silhan, Peter A"
ACCY,200,24,1,0,0,0,0,"Finnegan, Thomas"
ACCY,201,23,19,4,1,0,1,"Huang, John"
ACCY,201,19,22,7,0,0,0,"Huang, John"
ACCY,201,29,17,4,0,0,0,"Daugherty, Mark P"
ACCY,201,21,21,6,1,0,0,"Daugherty, Mark P"
ACCY,201,15,20,12,3,3,1,"Hennessy, James E"
ACCY,201,13,15,7,3,1,0,"Hennessy, James E"
ACCY,202,10,11,11,1,0,0,"Mulvihill, Brian J"
ACCY,202,9,9,5,0,0,0,"Ye, Xinxin"
ACCY,202,6,15,3,1,0,0,"Ye, Xinxin"
ACCY,202,11,19,5,0,0,0,"Ledvora, Joseph A"
ACCY,202,15,12,4,0,0,0,"Lin, Jonathan T"
ACCY,202,15,18,7,0,0,0,"Lin, Jonathan T"
ACCY,202,12,19,7,1,1,0,"Mulvihill, Brian J"
ACCY,202,16,19,3,0,0,0,"Moradi, Maseeh"
ACCY,202,11,25,3,0,0,0,"Ledvora, Joseph A"
ACCY,202,15,24,1,0,0,0,"Moradi, Maseeh"
ACCY,202,11,18,4,0,1,1,"McNamara, Sean M"
ACCY,202,8,16,10,1,0,0,"Le, Nga H"
ACCY,202,12,21,5,0,0,0,"Smigielski, Michael A"
