CRS SUBJ CD,CRS NBR,A,B,C,D,F,W,Primary Instructor
ACCY,550,20,2,0,0,0,0,"Hutchens, Matthew"
ANTH,209,22,2,0,0,2,0,"Silverman, Helaine I"
ART,100,16,4,1,0,1,0,"Hetrick, Laura"
ART,140,10,1,2,0,9,0,"Bergmark, Jennifer L"
DANC,100,31,3,3,1,1,0,"Rogovoy, Anna P"
DANC,100,20,4,2,0,2,1,"Amiri, Banafsheh"
ECON,102,86,23,7,0,0,0,"DiIanni, Isaac"
EPOL,409,18,4,0,0,0,0,"Barnett, Bernice M"
EPOL,480,29,2,0,0,0,0,"Burbules, Nicholas C"
EPOL,534,20,1,0,0,0,0,"Cope, William"
ESE,360,5,7,5,5,4,0,"Tomkin, Jonathan H"
GWS,275,18,2,2,0,1,0,"Rijo Sanchez, Amaury J"
IS,403,27,1,0,0,0,0,"Betts-Green, Crystal D"
LER,522,21,1,0,0,0,0,"Leroy, Michael H"
MUS,132,141,18,5,5,1,0,"Eagen-Jones, Megan K"
MUS,132,79,20,7,4,5,0,"Eagen-Jones, Megan K"
MUS,133,93,1,0,0,0,0,"Silvers, Michael B"
MUS,133,63,0,2,0,1,0,"Silvers, Michael B"
PSYC,100,17,10,6,1,3,0,"Shenouda, Christine K"
SOC,101,17,2,7,2,1,0,"Moussawi, Ghassan"
SOC,310,30,3,1,0,2,0,"Atiles Osoria, Jose M"
SOCW,451,26,1,0,0,0,0,"Cintron, Valerie"
SOCW,451,20,3,0,0,0,0,"Simmons, Takila C"
